Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"March 21, 2019 - December 31, 2021"
Statement,Data,WhenGenerated,"2026-03-21, 20:57:20 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,121459.230410043
Summary,Data,Change,185076.18997499303
Summary,Data,Ending Cash,306535.42038503604
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount,Sub Type,Transaction Fees,Multiplier
Transaction History,Data,2021-05-24,U***638,RIDE 16JUL21 12.5 C,Sell,RIDE  210716C00012500,-1.0,0.91,USD,91.0,-1.0868111,89.9131889,-,-,100.0
Transaction History,Data,2021-05-24,U***2030,RXT 18JUN21 25.0 C,Buy,RXT   210618C00025000,1.0,0.1,USD,-10.0,-0.3328,-10.3328,-,-,100.0
Transaction History,Data,2021-05-24,U***132,RIDE 16JUL21 15.0 C,Sell,RIDE  210716C00015000,-1.0,0.54,USD,54.0,-0.6659934,53.3340066,-,-,100.0
Transaction History,Data,2021-05-21,U***2030,DBX 16JUL21 30.0 C,Sell,DBX   210716C00030000,-1.0,0.63,USD,63.0,-1.0861923,61.9138077,-,-,100.0
Transaction History,Data,2021-05-21,U***2030,RIDE 18JUN21 12.5 C,Sell,RIDE  210618C00012500,-1.0,0.53,USD,53.0,-0.6659713,52.3340287,-,-,100.0
Transaction History,Data,2021-05-21,U***638,AMD 17SEP21 77.5 C,Sell,AMD   210917C00077500,-1.0,6.72,USD,672.0,-0.7996512,671.2003488,-,-,100.0
Transaction History,Data,2021-05-21,U***2030,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,66.0,9.72,USD,-641.52,-1.0,-642.52,-,-,1.0
Transaction History,Data,2021-05-21,U***2030,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,34.0,9.72,USD,-330.48,-,-330.48,-,-,1.0
Transaction History,Data,2021-05-21,U***2030,XOM 02JUL21 65.0 C,Sell,XOM   210702C00065000,-1.0,0.66,USD,66.0,-0.7362586,65.2637414,-,-,100.0
Transaction History,Data,2021-05-21,U***638,AMD 18JUN21 77.5 C,Sell,AMD   210618C00077500,-1.0,2.82,USD,282.0,-1.0910322,280.9089678,-,-,100.0
Transaction History,Data,2021-05-21,U***2030,XOM 18JUN21 65.0 C,Buy,XOM   210618C00065000,1.0,0.38,USD,-38.0,-0.7328,-38.7328,-,-,100.0
Transaction History,Data,2021-05-20,U***638,AUY 15OCT21 6.0 C,Sell,AUY   211015C00006000,-1.0,0.33,USD,33.0,-0.7855293,32.2144707,-,-,100.0
Transaction History,Data,2021-05-20,U***638,AUY 16JUL21 6.0 C,Buy,AUY   210716C00006000,1.0,0.14,USD,-14.0,-0.7828,-14.7828,-,-,100.0
Transaction History,Data,2021-05-20,U***132,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,100.0,10.09,USD,-1009.0,-1.0,-1010.0,-,-,1.0
Transaction History,Data,2021-05-20,U***638,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,100.0,10.09,USD,-1009.0,-1.0,-1010.0,-,-,1.0
Transaction History,Data,2021-05-20,U***132,SLV 30JUN21 25.0 C,Buy,SLV   210630C00025000,1.0,1.6,USD,-160.0,-1.0828,-161.0828,-,-,100.0
Transaction History,Data,2021-05-20,U***132,SLV 30JUN21 23.5 C,Buy,SLV   210630C00023500,1.0,2.65,USD,-265.0,-1.5728,-266.5728,-,-,100.0
Transaction History,Data,2021-05-20,U***132,SLV 20AUG21 25.5 C,Sell,SLV   210820C00025500,-1.0,1.93,USD,193.0,-1.0890653,191.9109347,-,-,100.0
Transaction History,Data,2021-05-20,U***132,SLV 20AUG21 24.0 C,Sell,SLV   210820C00024000,-1.0,2.74,USD,274.0,-1.5808554,272.4191446,-,-,100.0
Transaction History,Data,2021-05-20,U***132,SLV 30JUN21 25.0 C,Buy,SLV   210630C00025000,1.0,1.52,USD,-152.0,-0.6628,-152.6628,-,-,100.0
Transaction History,Data,2021-05-20,U***638,AUY 15OCT21 5.5 C,Sell,AUY   211015C00005500,-1.0,0.48,USD,48.0,-0.7858608,47.2141392,-,-,100.0
Transaction History,Data,2021-05-20,U***638,RIDE 18JUN21 7.5 P,Sell,RIDE  210618P00007500,-1.0,0.49,USD,49.0,-0.7858829,48.2141171,-,-,100.0
Transaction History,Data,2021-05-20,U***2030,ORCL 18JUN21 67.5 C,Buy,ORCL  210618C00067500,1.0,11.75,USD,-1175.0,-0.7328,-1175.7328,-,-,100.0
Transaction History,Data,2021-05-20,U***2030,ORCL 21JAN22 72.5 C,Sell,ORCL  220121C00072500,-1.0,9.91,USD,991.0,-0.7567011,990.2432989,-,-,100.0
Transaction History,Data,2021-05-20,U***132,SLV 30JUN21 23.0 C,Buy,SLV   210630C00023000,1.0,3.07,USD,-307.0,-0.7328,-307.7328,-,-,100.0
Transaction History,Data,2021-05-20,U***132,SLV 31DEC21 25.0 C,Sell,SLV   211231C00025000,-1.0,3.17,USD,317.0,-0.7418057,316.2581943,-,-,100.0
Transaction History,Data,2021-05-20,U***132,F 17SEP21 9.0 C,Sell,F     210917C00009000,-1.0,3.71,USD,371.0,-0.7429991,370.2570009,-,-,100.0
Transaction History,Data,2021-05-20,U***132,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,4.53,USD,-453.0,-0.7328,-453.7328,-,-,100.0
Transaction History,Data,2021-05-20,U***638,XOM 18JUN21 65.0 C,Buy,XOM   210618C00065000,2.0,0.33,USD,-66.0,-1.4656,-67.4656,-,-,100.0
Transaction History,Data,2021-05-20,U***638,RIDE 18JUN21 10.0 P,Sell,RIDE  210618P00010000,-1.0,1.53,USD,153.0,-1.0881813,151.9118187,-,-,100.0
Transaction History,Data,2021-05-20,U***2030,RIDE 18JUN21 10.0 P,Sell,RIDE  210618P00010000,-1.0,1.56,USD,156.0,-1.0882476,154.9117524,-,-,100.0
Transaction History,Data,2021-05-20,U***132,AMD 18JUN21 77.5 C,Sell,AMD   210618C00077500,-1.0,2.85,USD,285.0,-1.0910985,283.9089015,-,-,100.0
Transaction History,Data,2021-05-19,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-5000.0,-,-5000.0,-,-,1.0
Transaction History,Data,2021-05-17,U***638,XOM 21MAY21 60.0 C,Buy,XOM   210521C00060000,1.0,1.75,USD,-175.0,-0.7328,-175.7328,-,-,100.0
Transaction History,Data,2021-05-17,U***638,XOM 17SEP21 65.0 C,Sell,XOM   210917C00065000,-1.0,2.65,USD,265.0,-0.7406565,264.2593435,-,-,100.0
Transaction History,Data,2021-05-17,U***2030,XOM 18JUN21 65.0 P,Sell,XOM   210618P00065000,-1.0,4.13,USD,413.0,-0.7439273,412.2560727,-,-,100.0
Transaction History,Data,2021-05-17,U***2030,XOM 21MAY21 65.0 P,Buy,XOM   210521P00065000,1.0,3.22,USD,-322.0,-0.7328,-322.7328,-,-,100.0
Transaction History,Data,2021-05-17,U***132,XOM 16JUL21 62.5 C,Sell,XOM   210716C00062500,-1.0,2.62,USD,262.0,-0.7405902,261.2594098,-,-,100.0
Transaction History,Data,2021-05-17,U***638,ESTC 21JAN22 90.0 C,Buy,ESTC  220121C00090000,1.0,26.85,USD,-2685.0,-0.2328,-2685.2328,-,-,100.0
Transaction History,Data,2021-05-17,U***2030,XOM 16JUL21 62.5 C,Sell,XOM   210716C00062500,-1.0,2.53,USD,253.0,-0.7403913,252.2596087,-,-,100.0
Transaction History,Data,2021-05-17,U***2030,XOM 21MAY21 60.0 C,Buy,XOM   210521C00060000,1.0,1.78,USD,-178.0,-0.7328,-178.7328,-,-,100.0
Transaction History,Data,2021-05-17,U***638,SLV 16JUL21 25.5 C,Sell,SLV   210716C00025500,-1.0,1.77,USD,177.0,-1.4587117,175.5412883,-,-,100.0
Transaction History,Data,2021-05-17,U***638,SLV 21MAY21 24.0 C,Buy,SLV   210521C00024000,1.0,2.1,USD,-210.0,-1.4528,-211.4528,-,-,100.0
Transaction History,Data,2021-05-17,U***638,SLV 21MAY21 25.5 C,Buy,SLV   210521C00025500,1.0,0.75,USD,-75.0,-1.4528,-76.4528,-,-,100.0
Transaction History,Data,2021-05-17,U***638,SLV 30SEP21 25.5 C,Sell,SLV   210930C00025500,-1.0,2.52,USD,252.0,-1.4603692,250.5396308,-,-,100.0
Transaction History,Data,2021-05-17,U***132,SLV 30SEP21 25.0 C,Sell,SLV   210930C00025000,-1.0,2.76,USD,276.0,-1.5808996,274.4191004,-,-,100.0
Transaction History,Data,2021-05-17,U***132,SLV 21MAY21 24.0 C,Buy,SLV   210521C00024000,1.0,2.1,USD,-210.0,-1.5728,-211.5728,-,-,100.0
Transaction History,Data,2021-05-17,U***638,F 21MAY21 12.0 C,Buy,F     210521C00012000,1.0,0.24,USD,-24.0,-0.8328,-24.8328,-,-,100.0
Transaction History,Data,2021-05-17,U***638,F 18JUN21 12.0 C,Sell,F     210618C00012000,-1.0,0.59,USD,59.0,-0.8361039,58.1638961,-,-,100.0
Transaction History,Data,2021-05-17,U***132,XOM 21MAY21 60.0 C,Buy,XOM   210521C00060000,1.0,1.9,USD,-190.0,-0.7328,-190.7328,-,-,100.0
Transaction History,Data,2021-05-11,U***638,RXT 21MAY21 20.0 C,Buy,RXT   210521C00020000,1.0,0.96,USD,-96.0,-0.3328,-96.3328,-,-,100.0
Transaction History,Data,2021-05-11,U***638,RXT 21JAN22 22.5 C,Sell,RXT   220121C00022500,-1.0,1.65,USD,165.0,-0.3384465,164.6615535,-,-,100.0
Transaction History,Data,2021-05-11,U***2030,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,47.5,USD,4750.0,-0.036125,4749.963875,-,-,1.0
Transaction History,Data,2021-05-11,U***638,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,50.0,USD,5000.0,-0.0374,4999.9626,-,-,1.0
Transaction History,Data,2021-05-11,U***2030,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,50.0,USD,5000.0,-0.0374,4999.9626,-,-,1.0
Transaction History,Data,2021-05-11,U***2030,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,45.0,USD,4500.0,-0.03485,4499.96515,-,-,1.0
Transaction History,Data,2021-05-11,U***2030,Sell -200 EXXON MOBIL CORP (Assignment),Assignment,XOM,-200.0,47.5,USD,9500.0,-0.07225,9499.92775,-,-,1.0
Transaction History,Data,2021-05-11,U***132,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,45.0,USD,4500.0,-0.03485,4499.96515,-,-,1.0
Transaction History,Data,2021-05-11,U***2030,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,50.0,USD,5000.0,-0.0374,4999.9626,-,-,1.0
Transaction History,Data,2021-05-05,U***638,K*****70:OPRA NP L1 for Apr 2021,Other Fee,-,-,-,-,1.5,-,1.5,-,-,1.0
Transaction History,Data,2021-05-04,U***2030,ESTC 21MAY21 80.0 C,Buy,ESTC  210521C00080000,1.0,32.15,USD,-3215.0,-0.3328,-3215.3328,-,-,100.0
Transaction History,Data,2021-05-04,U***2030,ESTC 21JAN22 85.0 C,Sell,ESTC  220121C00085000,-1.0,34.18,USD,3418.0,-0.4103378,3417.5896622,-,-,100.0
Transaction History,Data,2021-05-04,U***2030,ESTC 19NOV21 90.0 C,Sell,ESTC  211119C00090000,-1.0,25.84,USD,2584.0,-0.3919064,2583.6080936,-,-,100.0
Transaction History,Data,2021-05-04,U***2030,ESTC 21MAY21 85.0 C,Buy,ESTC  210521C00085000,1.0,23.61,USD,-2361.0,-0.3328,-2361.3328,-,-,100.0
Transaction History,Data,2021-05-04,U***638,K*****70:OPRA NP L1 for May 2021,Other Fee,-,-,-,-,-1.5,-,-1.5,-,-,1.0
Transaction History,Data,2021-05-03,U***2030,RXT 18JUN21 25.0 C,Sell,RXT   210618C00025000,-1.0,1.71,USD,171.0,-0.2385791,170.7614209,-,-,100.0
Transaction History,Data,2021-04-22,U***638,ORCL(US68389X1054) Cash Dividend USD 0.32 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,192.0,-,192.0,-,-,1.0
Transaction History,Data,2021-04-22,U***132,ORCL(US68389X1054) Cash Dividend USD 0.32 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,128.0,-,128.0,-,-,1.0
Transaction History,Data,2021-04-22,U***2030,ORCL(US68389X1054) Cash Dividend USD 0.32 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,96.0,-,96.0,-,-,1.0
Transaction History,Data,2021-04-21,U***2030,XOM 21JAN22 60.0 C,Sell,XOM   220121C00060000,-1.0,2.8,USD,280.0,-0.740988,279.259012,-,-,100.0
Transaction History,Data,2021-04-21,U***2030,XOM 21MAY21 45.0 C,Buy,XOM   210521C00045000,1.0,9.58,USD,-958.0,-0.7328,-958.7328,-,-,100.0
Transaction History,Data,2021-04-21,U***638,AMZN 21MAY21 3300.0 P,Buy,AMZN  210521P03300000,1.0,92.55,USD,-9255.0,-0.7828,-9255.7828,-,-,100.0
Transaction History,Data,2021-04-21,U***2030,XOM 21JAN22 50.0 C,Sell,XOM   220121C00050000,-1.0,6.83,USD,683.0,-0.7498943,682.2501057,-,-,100.0
Transaction History,Data,2021-04-21,U***638,XOM 21MAY21 50.0 C,Buy,XOM   210521C00050000,1.0,5.02,USD,-502.0,-0.7328,-502.7328,-,-,100.0
Transaction History,Data,2021-04-21,U***638,XOM 17SEP21 55.0 C,Sell,XOM   210917C00055000,-1.0,3.24,USD,324.0,-0.7419604,323.2580396,-,-,100.0
Transaction History,Data,2021-04-21,U***2030,XOM 21MAY21 50.0 C,Buy,XOM   210521C00050000,1.0,5.23,USD,-523.0,-0.7328,-523.7328,-,-,100.0
Transaction History,Data,2021-04-20,U***638,AMZN 21MAY21 3300.0 P,Sell,AMZN  210521P03300000,-1.0,100.9,USD,10090.0,-1.307789,10088.692211,-,-,100.0
Transaction History,Data,2021-04-16,U***638,Sell -100 DROPBOX INC-CLASS A (Assignment),Assignment,DBX,-100.0,23.0,USD,2300.0,-0.02363,2299.97637,-,-,1.0
Transaction History,Data,2021-04-16,U***638,Sell -100 KONINKLIJKE PHILIPS NVR- NY (Assignment),Assignment,PHG,-100.0,50.0,USD,5000.0,-0.0374,4999.9626,-,-,1.0
Transaction History,Data,2021-04-16,U***638,Sell -100 DROPBOX INC-CLASS A (Assignment),Assignment,DBX,-100.0,24.0,USD,2400.0,-0.02414,2399.97586,-,-,1.0
Transaction History,Data,2021-04-16,U***638,Buy 100 KONINKLIJKE PHILIPS NVR- NY (Exercise),Exercise,PHG,100.0,55.0,USD,-5500.0,-,-5500.0,-,-,1.0
Transaction History,Data,2021-04-16,U***638,Buy 100 FORD MOTOR CO (Exercise),Exercise,F,100.0,12.0,USD,-1200.0,-,-1200.0,-,-,1.0
Transaction History,Data,2021-04-16,U***638,Sell -100 KONINKLIJKE PHILIPS NVR- NY (Assignment),Assignment,PHG,-100.0,60.0,USD,6000.0,-0.0425,5999.9575,-,-,1.0
Transaction History,Data,2021-04-16,U***132,Sell -100 ISHARES SILVER TRUST (Assignment),Assignment,SLV,-100.0,24.0,USD,2400.0,-0.02414,2399.97586,-,-,1.0
Transaction History,Data,2021-04-15,U***638,AUY 16APR21 5.0 P,Buy,AUY   210416P00005000,2.0,0.3,USD,-60.0,-0.7656,-60.7656,-,-,100.0
Transaction History,Data,2021-04-15,U***638,AUY 21MAY21 5.0 P,Sell,AUY   210521P00005000,-2.0,0.42,USD,84.0,-0.7714564,83.2285436,-,-,100.0
Transaction History,Data,2021-04-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.02625 per Share - CA Tax,Foreign Tax Withholding,AUY,-,-,-,-7.09,-,-7.09,-,-,1.0
Transaction History,Data,2021-04-14,U***132,AUY(CA98462Y1007) Cash Dividend USD 0.02625 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,28.88,-,28.88,-,-,1.0
Transaction History,Data,2021-04-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.02625 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,47.25,-,47.25,-,-,1.0
Transaction History,Data,2021-04-14,U***638,PHG 16APR21 45.0 C,Buy,PHG   210416C00045000,1.0,15.2,USD,-1520.0,-0.3328,-1520.3328,-,-,100.0
Transaction History,Data,2021-04-13,U***132,SLV 16APR21 23.0 C,Buy,SLV   210416C00023000,1.0,0.58,USD,-58.0,-1.4528,-59.4528,-,-,100.0
Transaction History,Data,2021-04-13,U***132,SLV 16APR21 23.0 C,Buy,SLV   210416C00023000,1.0,0.58,USD,-58.0,-0.7528,-58.7528,-,-,100.0
Transaction History,Data,2021-04-13,U***132,SLV 21MAY21 24.0 C,Sell,SLV   210521C00024000,-1.0,0.57,USD,57.0,-1.0760597,55.9239403,-,-,100.0
Transaction History,Data,2021-04-13,U***132,SLV 30JUN21 23.5 C,Sell,SLV   210630C00023500,-1.0,1.12,USD,112.0,-1.4572752,110.5427248,-,-,100.0
Transaction History,Data,2021-04-13,U***132,SLV 30JUN21 23.5 C,Sell,SLV   210630C00023500,-1.0,1.12,USD,112.0,-0.7572752,111.2427248,-,-,100.0
Transaction History,Data,2021-04-13,U***132,DBX 16JUL21 25.0 C,Sell,DBX   210716C00025000,-1.0,2.83,USD,283.0,-0.7410543,282.2589457,-,-,100.0
Transaction History,Data,2021-04-13,U***132,DBX 16APR21 24.0 C,Buy,DBX   210416C00024000,1.0,1.94,USD,-194.0,-0.7328,-194.7328,-,-,100.0
Transaction History,Data,2021-04-13,U***638,PHG 16JUL21 60.0 C,Sell,PHG   210716C00060000,-1.0,2.2,USD,220.0,-0.339662,219.660338,-,-,100.0
Transaction History,Data,2021-04-13,U***638,F 16APR21 12.0 C,Buy,F     210416C00012000,1.0,0.25,USD,-25.0,-1.5728,-26.5728,-,-,100.0
Transaction History,Data,2021-04-13,U***638,F 18JUN21 13.0 C,Sell,F     210618C00013000,-1.0,0.53,USD,53.0,-1.5759713,51.4240287,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 16APR21 52.5 C,Buy,XOM   210416C00052500,1.0,3.37,USD,-337.0,-0.6928,-337.6928,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 16APR21 52.5 C,Buy,XOM   210416C00052500,1.0,3.37,USD,-337.0,-0.0328,-337.0328,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 15OCT21 57.5 C,Sell,XOM   211015C00057500,-1.0,3.4,USD,340.0,-0.742314,339.257686,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 15OCT21 57.5 C,Sell,XOM   211015C00057500,-1.0,3.4,USD,340.0,-0.002314,339.997686,-,-,100.0
Transaction History,Data,2021-04-13,U***638,PHG 16APR21 55.0 C,Buy,PHG   210416C00055000,1.0,4.85,USD,-485.0,-0.6828,-485.6828,-,-,100.0
Transaction History,Data,2021-04-13,U***638,PHG 15OCT21 55.0 C,Sell,PHG   211015C00055000,-1.0,5.89,USD,589.0,-0.6978169,588.3021831,-,-,100.0
Transaction History,Data,2021-04-13,U***638,F 16APR21 12.0 C,Buy,F     210416C00012000,1.0,0.25,USD,-25.0,-1.5728,-26.5728,-,-,100.0
Transaction History,Data,2021-04-13,U***638,F 21MAY21 12.0 C,Sell,F     210521C00012000,-1.0,0.75,USD,75.0,-1.5764575,73.4235425,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 16JUL21 60.0 C,Sell,XOM   210716C00060000,-1.0,1.52,USD,152.0,-0.6981592,151.3018408,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 16JUL21 60.0 C,Sell,XOM   210716C00060000,-1.0,1.52,USD,152.0,0.0018408,152.0018408,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,DBX 15OCT21 24.0 C,Sell,DBX   211015C00024000,-1.0,4.37,USD,437.0,-0.7444577,436.2555423,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 16APR21 55.0 C,Buy,XOM   210416C00055000,1.0,1.13,USD,-113.0,-0.6928,-113.6928,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,XOM 16APR21 55.0 C,Buy,XOM   210416C00055000,1.0,1.13,USD,-113.0,0.0072,-112.9928,-,-,100.0
Transaction History,Data,2021-04-13,U***638,AMD 20AUG21 55.0 C,Sell,AMD   210820C00055000,-1.0,25.41,USD,2541.0,-1.5709561,2539.4290439,-,-,100.0
Transaction History,Data,2021-04-13,U***638,AMD 16APR21 55.0 C,Buy,AMD   210416C00055000,1.0,24.62,USD,-2462.0,-1.5128,-2463.5128,-,-,100.0
Transaction History,Data,2021-04-13,U***638,VOD 16APR21 18.0 C,Buy,VOD   210416C00018000,1.0,0.71,USD,-71.0,-1.5128,-72.5128,-,-,100.0
Transaction History,Data,2021-04-13,U***638,VOD 17SEP21 18.0 C,Sell,VOD   210917C00018000,-1.0,1.4,USD,140.0,-1.517894,138.482106,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,AMD 17SEP21 60.0 C,Sell,AMD   210917C00060000,-1.0,21.27,USD,2127.0,-1.5618067,2125.4381933,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,AMD 16APR21 60.0 C,Buy,AMD   210416C00060000,1.0,19.67,USD,-1967.0,-1.5128,-1968.5128,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,DBX 16APR21 23.0 C,Buy,DBX   210416C00023000,1.0,2.94,USD,-294.0,-0.7328,-294.7328,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,DBX 15OCT21 25.0 C,Sell,DBX   211015C00025000,-1.0,3.85,USD,385.0,-0.7433085,384.2566915,-,-,100.0
Transaction History,Data,2021-04-13,U***2030,DBX 16APR21 22.0 C,Buy,DBX   210416C00022000,1.0,3.95,USD,-395.0,-0.7328,-395.7328,-,-,100.0
Transaction History,Data,2021-04-07,U***638,Sell -100 KONINKLIJKE PHILIPS NVR- NY (Assignment),Assignment,PHG,-100.0,55.0,USD,5500.0,-0.03995,5499.96005,-,-,1.0
Transaction History,Data,2021-04-02,U***638,K*****70:OPRA NP L1 for Mar 2021,Other Fee,-,-,-,-,1.5,-,1.5,-,-,1.0
Transaction History,Data,2021-04-02,U***638,K*****70:US Consolidated Snapshot for Mar 2021,Other Fee,-,-,-,-,-0.27,-,-0.27,-,-,1.0
Transaction History,Data,2021-04-02,U***638,K*****70:US Consolidated Snapshot for Mar 2021,Other Fee,-,-,-,-,0.27,-,0.27,-,-,1.0
Transaction History,Data,2021-04-02,U***638,K*****70:OPRA NP L1 for Apr 2021,Other Fee,-,-,-,-,-1.5,-,-1.5,-,-,1.0
Transaction History,Data,2021-04-01,U***2030,Sell -100 ORACLE CORP (Assignment),Assignment,ORCL,-100.0,62.5,USD,6250.0,-0.043775,6249.956225,-,-,1.0
Transaction History,Data,2021-03-31,U***638,MSFT 16JUL21 190.0 P,Buy,MSFT  210716P00190000,1.0,2.24,USD,-224.0,-1.0838,-225.0838,-,-,100.0
Transaction History,Data,2021-03-30,U***2030,XOM 15OCT21 65.0 C,Buy,XOM   211015C00065000,2.0,2.18,USD,-436.0,-1.4676,-437.4676,-,-,100.0
Transaction History,Data,2021-03-30,U***2030,XOM 16APR21 75.0 C,Buy,XOM   210416C00075000,1.0,0.02,USD,-2.0,-0.7838,-2.7838000000000003,-,-,100.0
Transaction History,Data,2021-03-30,U***2030,XOM 16APR21 60.0 C,Buy,XOM   210416C00060000,1.0,0.59,USD,-59.0,-1.0838,-60.0838,-,-,100.0
Transaction History,Data,2021-03-30,U***638,SLV 16JUL21 25.0 C,Buy,SLV   210716C00025000,1.0,0.73,USD,-73.0,-1.0838,-74.0838,-,-,100.0
Transaction History,Data,2021-03-30,U***638,AUY 16JUL21 6.0 C,Buy,AUY   210716C00006000,2.0,0.11,USD,-22.0,-2.4476,-24.4476,-,-,100.0
Transaction History,Data,2021-03-30,U***2030,XOM 15OCT21 70.0 C,Buy,XOM   211015C00070000,2.0,1.53,USD,-306.0,-0.8676,-306.8676,-,-,100.0
Transaction History,Data,2021-03-23,U***132,SLV 16APR21 21.0 C,Buy,SLV   210416C00021000,1.0,2.61,USD,-261.0,-0.7338,-261.7338,-,-,100.0
Transaction History,Data,2021-03-23,U***132,SLV 17DEC21 23.0 C,Sell,SLV   211217C00023000,-1.0,3.16,USD,316.0,-0.7427836,315.2572164,-,-,100.0
Transaction History,Data,2021-03-19,U***638,ORCL 17SEP21 65.0 C,Sell,ORCL  210917C00065000,-1.0,5.42,USD,542.0,-0.7477782,541.2522218,-,-,100.0
Transaction History,Data,2021-03-19,U***638,ORCL 16APR21 62.5 C,Buy,ORCL  210416C00062500,1.0,4.2,USD,-420.0,-0.7338,-420.7338,-,-,100.0
Transaction History,Data,2021-03-19,U***132,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,50.0,USD,5000.0,-0.0374,4999.9626,-,-,1.0
Transaction History,Data,2021-03-19,U***2030,Sell -100 ADVANCED MICRO DEVICES (Assignment),Assignment,AMD,-100.0,47.0,USD,4700.0,-0.03587,4699.96413,-,-,1.0
Transaction History,Data,2021-03-18,U***638,SLV 16APR21 25.0 C,Buy,SLV   210416C00025000,1.0,0.53,USD,-53.0,-1.0838,-54.0838,-,-,100.0
Transaction History,Data,2021-03-17,U***638,CEL-SCI CORP,Sell,CVM,-100.0,18.71,USD,1871.0,-1.0214421,1869.9785579,-,-,1.0
Transaction History,Data,2021-03-17,U***638,SLV 21MAY21 24.0 C,Sell,SLV   210521C00024000,-1.0,1.71,USD,171.0,-1.0895791,169.9104209,-,-,100.0
Transaction History,Data,2021-03-17,U***638,SLV 30JUN21 24.5 C,Sell,SLV   210630C00024500,-1.0,1.91,USD,191.0,-0.6700211,190.3299789,-,-,100.0
Transaction History,Data,2021-03-17,U***638,SLV 30JUN21 26.0 C,Sell,SLV   210630C00026000,-1.0,1.46,USD,146.0,-1.0890266,144.9109734,-,-,100.0
Transaction History,Data,2021-03-17,U***2030,F 21JAN22 10.0 C,Sell,F     220121C00010000,-1.0,3.6,USD,360.0,-0.643756,359.356244,-,-,100.0
Transaction History,Data,2021-03-17,U***2030,CEL-SCI CORP,Sell,CVM,-100.0,18.56,USD,1856.0,-1.0213656,1854.9786344,-,-,1.0
Transaction History,Data,2021-03-17,U***2030,F 21JAN22 12.0 C,Sell,F     220121C00012000,-1.0,2.61,USD,261.0,-0.6415681,260.3584319,-,-,100.0
Transaction History,Data,2021-03-17,U***2030,F 19MAR21 8.0 C,Buy,F     210319C00008000,1.0,4.5,USD,-450.0,-0.6338,-450.6338,-,-,100.0
Transaction History,Data,2021-03-17,U***638,XOM 18JUN21 65.0 C,Sell,XOM   210618C00065000,-1.0,1.83,USD,183.0,-1.0898443,181.9101557,-,-,100.0
Transaction History,Data,2021-03-17,U***638,EXXON MOBIL CORP,Buy,XOM,100.0,59.07,USD,-5907.0,-1.0,-5908.0,-,-,1.0
Transaction History,Data,2021-03-17,U***638,SLV 16APR21 24.5 C,Sell,SLV   210416C00024500,-1.0,0.81,USD,81.0,-1.0875901,79.9124099,-,-,100.0
Transaction History,Data,2021-03-17,U***638,ORCL 19MAR21 62.5 C,Buy,ORCL  210319C00062500,1.0,4.05,USD,-405.0,-0.6338,-405.6338,-,-,100.0
Transaction History,Data,2021-03-17,U***638,ORCL 17SEP21 65.0 C,Sell,ORCL  210917C00065000,-1.0,5.57,USD,557.0,-0.6481097,556.3518903,-,-,100.0
Transaction History,Data,2021-03-17,U***2030,F 19MAR21 7.0 C,Buy,F     210319C00007000,1.0,5.45,USD,-545.0,-0.6338,-545.6338,-,-,100.0
